sim_id,condition,parameter,median
5,1,a,2.6987300000000003
5,2,a,4.4408900000000004
5,3,a,3.4870550000000002
5,4,a,2.8307800000000003
5,1,bias,0.5141825
5,2,bias,0.483085
5,3,bias,0.44616449999999996
5,4,bias,0.5864555
5,1,ndt,0.6616635
5,2,ndt,1.080275
5,3,ndt,1.4904550000000003
5,4,ndt,1.356305
5,1,v,1.377285
5,2,v,3.703405
5,3,v,1.29071
5,4,v,1.425005
