sim_id,condition,parameter,median
49,1,a,2.8827000000000003
49,2,a,3.3121650000000002
49,3,a,3.47278
49,4,a,2.5331400000000004
49,1,bias,0.616598
49,2,bias,0.4585675
49,3,bias,0.515056
49,4,bias,0.5399864999999999
49,1,ndt,1.7754850000000002
49,2,ndt,1.12466
49,3,ndt,1.053565
49,4,ndt,1.0655000000000001
49,1,v,1.9491200000000002
49,2,v,2.4872900000000002
49,3,v,0.582991
49,4,v,2.243245
