sim_id,condition,parameter,median
32,1,a,2.884395
32,2,a,3.01884
32,3,a,3.2229400000000004
32,4,a,2.63085
32,1,bias,0.47781799999999996
32,2,bias,0.4509915
32,3,bias,0.5233955
32,4,bias,0.5386625
32,1,ndt,1.5519950000000002
32,2,ndt,1.1268350000000003
32,3,ndt,2.29955
32,4,ndt,1.25313
32,1,v,0.2803065
32,2,v,2.1173400000000004
32,3,v,2.78918
32,4,v,2.897925
