sim_id,condition,parameter,median
16,1,a,3.1599100000000004
16,2,a,3.7609200000000005
16,3,a,2.2607
16,4,a,2.62509
16,1,bias,0.472252
16,2,bias,0.423985
16,3,bias,0.5284234999999999
16,4,bias,0.464286
16,1,ndt,2.6504600000000003
16,2,ndt,2.3254850000000005
16,3,ndt,1.7635850000000002
16,4,ndt,0.879968
16,1,v,3.267245
16,2,v,1.68114
16,3,v,1.0836000000000001
16,4,v,2.4812250000000002
