sim_id,condition,parameter,median
7,1,a,3.8962450000000004
7,2,a,3.7756250000000002
7,3,a,3.6396000000000006
7,4,a,3.496195
7,1,bias,0.49400999999999995
7,2,bias,0.5943515
7,3,bias,0.5175875
7,4,bias,0.5347725
7,1,ndt,1.3899400000000002
7,2,ndt,0.7592165
7,3,ndt,0.5937625
7,4,ndt,2.05145
7,1,v,2.4643450000000002
7,2,v,1.0820150000000002
7,3,v,2.31195
7,4,v,2.238505
