sim_id,condition,parameter,median
50,1,a,3.0185700000000004
50,2,a,5.032195
50,3,a,4.388915000000001
50,4,a,2.7834250000000003
50,1,bias,0.4725665
50,2,bias,0.5675785
50,3,bias,0.5133085
50,4,bias,0.428901
50,1,ndt,0.6906715000000001
50,2,ndt,1.4681700000000002
50,3,ndt,1.0396400000000001
50,4,ndt,2.058605
50,1,v,0.21557549999999998
50,2,v,2.6241950000000003
50,3,v,3.73747
50,4,v,2.2621000000000002
