sim_id,condition,parameter,median
40,1,a,2.551405
40,2,a,3.6436800000000007
40,3,a,3.1225500000000004
40,4,a,3.569535
40,1,bias,0.5135995
40,2,bias,0.428242
40,3,bias,0.55074
40,4,bias,0.5455075
40,1,ndt,1.239065
40,2,ndt,1.701765
40,3,ndt,0.9045825
40,4,ndt,1.360065
40,1,v,-0.114217
40,2,v,1.478955
40,3,v,1.3882100000000002
40,4,v,0.4892255
