sim_id,condition,parameter,median
9,1,a,6.3978
9,2,a,3.3078950000000003
9,3,a,4.979635
9,4,a,3.056665
9,1,bias,0.5144645
9,2,bias,0.5173989999999999
9,3,bias,0.5682915
9,4,bias,0.47559149999999994
9,1,ndt,1.2108500000000002
9,2,ndt,1.7451150000000002
9,3,ndt,1.38875
9,4,ndt,1.305905
9,1,v,4.409485
9,2,v,2.161865
9,3,v,2.9283750000000004
9,4,v,1.5982500000000002
