sim_id,condition,parameter,median
36,1,a,2.95857
36,2,a,8.1118
36,3,a,2.5595950000000003
36,4,a,2.7154200000000004
36,1,bias,0.458696
36,2,bias,0.4608345
36,3,bias,0.5727800000000001
36,4,bias,0.4685505
36,1,ndt,0.5604615
36,2,ndt,3.143255
36,3,ndt,1.6330600000000002
36,4,ndt,0.4795155
36,1,v,2.354305
36,2,v,5.79593
36,3,v,0.24662050000000002
36,4,v,0.5317295
