sim_id,condition,parameter,median
33,1,a,3.9779
33,2,a,3.13305
33,3,a,4.1718150000000005
33,4,a,2.63893
33,1,bias,0.6198315000000001
33,2,bias,0.495348
33,3,bias,0.5536975
33,4,bias,0.5301549999999999
33,1,ndt,0.9961150000000001
33,2,ndt,1.7267700000000001
33,3,ndt,1.02684
33,4,ndt,1.0177200000000002
33,1,v,2.4232950000000004
33,2,v,2.1733350000000002
33,3,v,3.431055
33,4,v,1.04507
