sim_id,condition,parameter,median
26,1,a,3.3295150000000002
26,2,a,2.4866900000000003
26,3,a,3.49277
26,4,a,4.44763
26,1,bias,0.49652850000000004
26,2,bias,0.537697
26,3,bias,0.5313445
26,4,bias,0.5315030000000001
26,1,ndt,2.905805
26,2,ndt,0.446932
26,3,ndt,1.025365
26,4,ndt,0.3607995
26,1,v,2.8001300000000002
26,2,v,2.412075
26,3,v,1.1724800000000002
26,4,v,3.85768
