sim_id,condition,parameter,median
22,1,a,3.0837000000000003
22,2,a,2.9858000000000002
22,3,a,2.6618500000000003
22,4,a,3.3805250000000004
22,1,bias,0.5902405
22,2,bias,0.566487
22,3,bias,0.525876
22,4,bias,0.4271325
22,1,ndt,1.7707600000000001
22,2,ndt,2.277015
22,3,ndt,2.6032650000000004
22,4,ndt,0.8897075
22,1,v,0.3069725
22,2,v,1.03999
22,3,v,3.7133200000000004
22,4,v,2.891215
