sim_id,condition,parameter,median
20,1,a,5.4191400000000005
20,2,a,2.42516
20,3,a,4.22043
20,4,a,3.6582600000000003
20,1,bias,0.488438
20,2,bias,0.5143365
20,3,bias,0.6102665
20,4,bias,0.5153285
20,1,ndt,1.100205
20,2,ndt,2.3940650000000003
20,3,ndt,0.2559665
20,4,ndt,1.6197650000000001
20,1,v,2.4643300000000004
20,2,v,2.3833200000000003
20,3,v,4.681225
20,4,v,2.2350450000000004
