sim_id,condition,parameter,median
46,1,a,2.7942
46,2,a,2.133895
46,3,a,3.21858
46,4,a,4.246915
46,1,bias,0.488514
46,2,bias,0.5262875
46,3,bias,0.4802075
46,4,bias,0.5945025
46,1,ndt,1.41168
46,2,ndt,1.113505
46,3,ndt,1.83227
46,4,ndt,1.51621
46,1,v,2.684825
46,2,v,1.143005
46,3,v,1.5778850000000002
46,4,v,2.324145
