sim_id,condition,parameter,median
48,1,a,4.687395
48,2,a,3.42577
48,3,a,2.9446450000000004
48,4,a,4.740045
48,1,bias,0.473204
48,2,bias,0.49368599999999996
48,3,bias,0.5478745
48,4,bias,0.5843995
48,1,ndt,1.497325
48,2,ndt,1.5114800000000002
48,3,ndt,0.8708975
48,4,ndt,0.9415205
48,1,v,3.4766900000000005
48,2,v,1.107285
48,3,v,0.6388305000000001
48,4,v,2.4679100000000003
