sim_id,condition,parameter,median
47,1,a,6.12746
47,2,a,3.4549450000000004
47,3,a,2.397455
47,4,a,4.228160000000001
47,1,bias,0.45186000000000004
47,2,bias,0.580913
47,3,bias,0.4939455
47,4,bias,0.335519
47,1,ndt,1.75692
47,2,ndt,1.8622
47,3,ndt,0.7518480000000001
47,4,ndt,0.2815545
47,1,v,3.447925
47,2,v,1.503675
47,3,v,2.4493800000000006
47,4,v,1.9128600000000002
