sim_id,condition,parameter,median
1,1,a,2.31745
1,2,a,3.7079350000000004
1,3,a,2.837025
1,4,a,11.544
1,1,bias,0.536199
1,2,bias,0.47278599999999993
1,3,bias,0.5017524999999999
1,4,bias,0.344502
1,1,ndt,0.440593
1,2,ndt,1.48462
1,3,ndt,3.1713450000000005
1,4,ndt,2.1937
1,1,v,2.01059
1,2,v,0.019415099999999998
1,3,v,1.45947
1,4,v,6.277560000000001
