sim_id,condition,parameter,median
29,1,a,2.9841000000000006
29,2,a,3.2963600000000004
29,3,a,1.9825150000000002
29,4,a,4.21955
29,1,bias,0.4526745
29,2,bias,0.5630395
29,3,bias,0.43568549999999995
29,4,bias,0.601406
29,1,ndt,1.5663
29,2,ndt,2.7404850000000005
29,3,ndt,2.3374050000000004
29,4,ndt,1.9628050000000001
29,1,v,3.4141600000000003
29,2,v,1.6800450000000002
29,3,v,1.04695
29,4,v,2.321435
