sim_id,condition,parameter,median
41,1,a,2.4596600000000004
41,2,a,3.3616200000000003
41,3,a,2.8120600000000002
41,4,a,1.8774050000000002
41,1,bias,0.5280165000000001
41,2,bias,0.555811
41,3,bias,0.398324
41,4,bias,0.5078119999999999
41,1,ndt,1.821145
41,2,ndt,0.6737299999999999
41,3,ndt,0.5052165
41,4,ndt,1.596
41,1,v,2.892345
41,2,v,2.53864
41,3,v,3.1177650000000003
41,4,v,2.1937
