id,trial,session,stim_type,correct_resp,resp,rt,correct
14,20,2,0,1,1,3.36,1
14,21,2,1,1,1,5.86,1
14,22,2,0,0,1,5.79,0
14,23,2,1,0,1,2.4,0
14,24,2,1,0,1,4.14,0
14,25,2,0,0,1,5.66,0
14,26,2,0,1,0,4.15,0
14,27,2,0,1,1,2.22,1
14,28,2,0,0,0,5.72,1
14,29,2,1,0,1,2.3,0
14,30,2,1,1,1,2.3,1
14,31,2,1,1,0,2.87,0
14,32,2,1,0,1,2.46,0
14,33,2,0,1,1,3.88,1
14,34,2,1,0,1,3.87,0
14,35,2,0,0,1,3.99,0
14,36,2,0,1,0,5.02,0
14,37,2,1,1,1,3.36,1
14,38,2,0,1,0,3.38,0
14,39,2,1,1,1,2.67,1
14,40,2,1,1,1,5.18,1
14,41,2,1,0,0,4.36,1
14,42,2,0,1,1,5.85,1
14,43,2,0,1,0,6.73,0
14,44,2,0,1,1,5.72,1
14,45,2,1,1,0,3.35,0
14,46,2,1,0,1,5.1,0
14,47,2,0,0,1,3.47,0
14,48,2,1,0,0,5.91,1
14,49,2,0,0,1,4.33,0
14,50,2,0,1,1,4.39,1
14,52,2,1,0,0,3.12,1
14,53,2,1,1,1,4.52,1
14,54,2,1,1,1,2.4,1
14,55,2,0,0,0,6.23,1
14,56,2,0,0,1,2.41,0
14,57,2,0,1,1,5.96,1
14,58,2,0,1,1,4.67,1
14,59,2,0,0,1,3.67,0
14,60,2,1,1,0,3.71,0
15,1,2,0,0,0,2.66,1
15,2,2,0,0,1,2.98,0
15,3,2,0,1,0,3.09,0
15,4,2,1,1,1,4.38,1
15,5,2,0,0,0,4.27,1
15,6,2,1,1,0,2.73,0
15,7,2,0,1,0,2.78,0
15,8,2,1,0,1,5.9,0
15,9,2,0,0,0,4.45,1
15,10,2,1,1,1,3.45,1
15,11,2,1,1,0,5.94,0
15,12,2,1,0,0,4.32,1
15,13,2,0,1,1,3.22,1
15,14,2,1,0,0,3.82,1
15,15,2,1,0,0,4.41,1
15,16,2,1,1,1,4.04,1
15,17,2,0,1,0,4.26,0
15,18,2,1,1,1,4.72,1
15,19,2,1,0,0,6.16,1
15,20,2,1,1,1,6.87,1
15,21,2,0,1,0,3.42,0
15,22,2,0,0,0,3.97,1
15,23,2,1,0,0,3.82,1
15,24,2,0,1,0,4.19,0
15,25,2,1,0,1,4.61,0
15,28,2,0,0,0,4.14,1
15,29,2,0,1,0,4.39,0
15,30,2,1,0,0,4.4,1
15,31,2,1,0,0,5.01,1
15,32,2,0,1,1,5.1,1
15,33,2,0,0,0,2.71,1
15,34,2,0,0,1,4.49,0
15,35,2,0,1,0,3.41,0
15,36,2,0,1,1,4.32,1
15,37,2,0,1,1,5.35,1
15,39,2,0,1,0,5.63,0
15,40,2,1,0,1,4.27,0
15,41,2,0,0,0,3.49,1
15,42,2,0,0,1,2.96,0
15,43,2,1,1,1,2.74,1
15,44,2,0,1,1,3.6,1
15,45,2,1,1,0,2.44,0
15,46,2,0,0,1,2.97,0
15,47,2,0,0,0,3.96,1
15,48,2,1,1,0,3.34,0
15,49,2,1,0,0,2.63,1
15,50,2,1,1,0,4.1,0
15,51,2,1,0,0,4.34,1
15,52,2,1,0,1,2.74,0
15,53,2,0,0,0,5.75,1
15,54,2,1,1,0,4.12,0
15,56,2,0,1,0,4.2,0
15,57,2,1,0,0,5.48,1
15,58,2,0,0,1,4.26,0
15,59,2,1,1,0,4.79,0
15,60,2,1,1,1,2.83,1
16,1,2,0,0,0,2.58,1
16,2,2,1,1,1,2.66,1
16,3,2,0,0,1,2.35,0
16,4,2,1,0,1,3.35,0
16,5,2,0,0,0,2.94,1
16,6,2,0,1,1,2.25,1
16,7,2,0,1,1,4.38,1
16,8,2,0,1,1,2.84,1
16,9,2,0,0,1,2.62,0
16,10,2,1,0,1,2.68,0
16,11,2,1,1,1,2.41,1
16,12,2,1,1,1,2.26,1
16,13,2,0,1,0,2.48,0
16,14,2,1,0,0,3.17,1
16,15,2,1,1,0,3.47,0
16,16,2,0,1,1,3.79,1
16,17,2,1,1,1,2.17,1
16,18,2,1,1,1,1.83,1
16,19,2,1,0,0,2.76,1
16,20,2,0,1,0,2.47,0
16,21,2,1,1,0,2.05,0
16,22,2,0,0,0,3.13,1
16,23,2,0,0,0,2.17,1
16,24,2,1,0,1,1.98,0
16,25,2,0,0,0,5.03,1
16,26,2,1,1,0,2.25,0
16,27,2,1,1,1,2.62,1
16,28,2,1,1,0,3.08,0
16,29,2,1,0,1,2.83,0
16,30,2,1,0,1,2.89,0
16,31,2,0,0,0,2.9,1
16,32,2,0,1,0,2.52,0
16,33,2,0,0,1,2.19,0
16,34,2,1,0,1,2.12,0
16,35,2,1,1,0,2.37,0
16,36,2,0,1,0,1.87,0
16,37,2,1,0,0,4.28,1
16,38,2,1,1,1,2.02,1
16,39,2,0,1,1,2.12,1
16,40,2,1,0,0,2.02,1
16,41,2,0,0,0,3,1
16,42,2,0,1,0,2.42,0
16,43,2,1,0,1,2.82,0
16,44,2,1,1,0,4.64,0
16,45,2,1,0,1,2.61,0
16,46,2,0,1,0,5.04,0
16,47,2,0,0,0,2.27,1
16,48,2,1,0,1,2.71,0
16,49,2,0,0,0,4.5,1
16,50,2,1,1,1,3.54,1
16,51,2,1,0,1,3.49,0
16,52,2,1,1,1,2.93,1
16,53,2,0,0,1,3.77,0
16,54,2,0,1,1,3.86,1
16,55,2,0,1,1,1.74,1
16,56,2,0,0,0,3.67,1
16,57,2,1,0,1,2.82,0
16,58,2,0,1,0,3,0
16,59,2,0,0,1,2.71,0
16,60,2,0,1,1,3.17,1
17,1,2,0,0,1,3.42,0
17,2,2,0,0,0,2.96,1
17,3,2,1,1,1,2.2,1
17,4,2,1,0,0,3.99,1
17,5,2,1,0,1,3.44,0
17,6,2,1,1,0,4.33,0
17,7,2,0,1,1,3.53,1
17,8,2,0,1,0,2.87,0
17,9,2,1,1,0,3.57,0
17,10,2,0,0,0,4.31,1
17,11,2,1,1,1,2.77,1
17,12,2,1,0,0,2.86,1
17,13,2,1,0,1,2.82,0
17,14,2,0,1,1,2.99,1
17,15,2,0,0,1,3.18,0
17,16,2,1,1,1,2.71,1
17,17,2,0,1,0,2.33,0
17,18,2,0,1,1,2.09,1
17,19,2,0,1,1,2.25,1
17,20,2,1,0,1,3.29,0
17,21,2,1,1,1,6.32,1
17,22,2,0,0,0,2.99,1
17,24,2,0,1,1,2.35,1
17,25,2,1,1,0,2.07,0
17,26,2,0,0,0,5.98,1
17,27,2,0,0,1,3.78,0
17,28,2,1,0,0,2.89,1
17,29,2,0,0,1,2.61,0
17,30,2,1,0,1,3.87,0
17,31,2,0,1,0,2.94,0
17,32,2,1,1,1,2.91,1
17,33,2,1,1,0,1.91,0
17,34,2,1,0,1,2.65,0
17,35,2,1,0,1,2.39,0
17,36,2,1,1,0,3.73,0
17,37,2,0,0,1,6.28,0
17,38,2,0,1,0,3.31,0
17,39,2,0,1,1,6.57,1
17,40,2,1,0,0,3.13,1
17,41,2,0,1,0,2.02,0
17,42,2,0,0,1,3.47,0
17,43,2,1,1,1,2.68,1
17,44,2,0,1,1,3.98,1
17,45,2,1,0,1,2.75,0
17,47,2,1,1,1,2.81,1
17,48,2,0,0,0,3.64,1
17,49,2,1,0,1,1.96,0
17,50,2,0,0,1,2.8,0
17,51,2,1,1,0,2.69,0
17,52,2,0,0,0,4.1,1
17,53,2,1,1,1,2.22,1
17,54,2,0,1,0,4.62,0
17,55,2,0,1,1,2.17,1
17,56,2,1,0,1,2.9,0
17,57,2,1,0,1,2.13,0
17,58,2,0,1,0,2.7,0
17,59,2,0,0,0,5.42,1
17,60,2,0,0,1,2.91,0
18,1,2,1,1,0,2.95,0
18,2,2,1,1,1,2.58,1
18,3,2,1,1,1,2.87,1
18,4,2,0,1,1,4.57,1
18,5,2,0,1,1,2.6,1
18,6,2,1,0,1,3.33,0
18,7,2,0,0,1,3.3,0
18,8,2,0,0,0,2,1
18,9,2,1,0,1,3.79,0
18,10,2,0,1,0,3.65,0
18,11,2,0,0,1,2.94,0
18,12,2,1,0,1,5.83,0
18,13,2,1,0,1,2.74,0
18,14,2,1,0,1,4.62,0
18,15,2,1,1,0,3.77,0
18,16,2,0,1,1,2.89,1
18,17,2,0,1,0,4.6,0
18,19,2,1,1,1,5.28,1
18,20,2,0,1,0,4.88,0
18,21,2,0,0,0,3.64,1
18,22,2,0,1,1,3.32,1
18,23,2,1,0,1,5.25,0
18,24,2,1,0,1,3.3,0
18,25,2,0,0,1,5.25,0
18,26,2,0,0,0,3.79,1
18,27,2,1,1,1,3.92,1
18,28,2,0,1,0,4.18,0
18,29,2,1,1,0,5.62,0
18,31,2,1,1,0,4.53,0
18,32,2,0,1,0,4.55,0
18,33,2,0,0,1,3.89,0
18,35,2,1,0,0,2.86,1
18,36,2,0,1,1,2.69,1
18,37,2,1,1,1,4.09,1
18,38,2,1,1,0,2.89,0
18,39,2,0,1,1,4.82,1
18,40,2,1,1,1,4.97,1
18,41,2,0,1,0,6.08,0
18,42,2,0,0,0,3.78,1
18,43,2,0,0,1,3.39,0
18,44,2,1,0,1,4.84,0
18,45,2,1,1,0,2.77,0
18,46,2,1,0,1,4.75,0
18,47,2,1,0,1,3.47,0
18,48,2,1,0,0,4.47,1
18,49,2,0,1,0,2.36,0
18,50,2,0,0,1,2.86,0
18,51,2,0,0,1,3.7,0
18,52,2,1,1,0,4.27,0
18,53,2,0,0,1,5.57,0
18,54,2,1,1,1,3.88,1
18,56,2,0,1,1,2.63,1
18,57,2,1,1,1,3.9,1
18,58,2,0,0,1,3.15,0
18,59,2,0,1,0,4.02,0
18,60,2,1,0,1,5.04,0
19,1,2,0,0,1,2.4,0
19,2,2,0,0,1,2.69,0
19,3,2,0,0,1,3.1,0
19,4,2,0,1,0,3.02,0
19,5,2,1,1,1,3.27,1
19,6,2,1,0,1,5.03,0
19,7,2,1,0,0,3.1,1
19,8,2,0,0,0,3.3,1
19,9,2,0,1,0,3.48,0
19,10,2,0,0,1,3.64,0
19,11,2,0,1,1,5.63,1
19,12,2,1,1,1,2.73,1
19,13,2,1,0,0,3.04,1
19,14,2,0,1,0,4.55,0
19,15,2,1,0,0,3.81,1
19,16,2,1,0,0,1.87,1
19,17,2,0,1,1,2.96,1
19,18,2,0,1,0,2.69,0
19,19,2,1,0,0,4.08,1
19,20,2,1,0,1,2.21,0
19,21,2,0,1,1,3.88,1
19,22,2,1,1,1,2.89,1
19,23,2,1,0,1,3.24,0
19,24,2,1,1,1,2.6,1
19,25,2,1,1,1,4.15,1
19,26,2,1,1,0,2.94,0
19,27,2,0,0,1,2.87,0
19,28,2,0,0,1,2.6,0
19,29,2,0,1,1,2.91,1
19,30,2,1,1,1,2.57,1
19,31,2,0,1,1,3.28,1
19,32,2,1,1,1,3.27,1
19,33,2,0,1,0,3.46,0
19,35,2,1,0,1,4.58,0
19,36,2,0,0,1,4.38,0
19,37,2,1,0,1,2.6,0
19,38,2,1,1,1,2.75,1
19,39,2,1,0,0,2.53,1
19,40,2,1,0,1,3.44,0
19,41,2,1,1,1,4.63,1
19,42,2,1,0,1,3.63,0
19,43,2,0,0,1,3.68,0
19,44,2,0,1,1,4.02,1
19,45,2,0,1,1,3.35,1
19,46,2,1,1,1,3.26,1
19,47,2,1,1,1,3.04,1
19,48,2,0,0,0,6.08,1
19,49,2,0,0,1,2.81,0
19,50,2,0,0,1,2.38,0
19,51,2,1,1,1,3.97,1
19,52,2,0,0,0,4.45,1
19,53,2,0,0,1,4.28,0
19,54,2,0,1,0,2.75,0
19,55,2,1,0,1,2.43,0
19,56,2,0,0,1,4.73,0
19,57,2,1,1,1,1.75,1
19,58,2,0,1,1,3.1,1
19,59,2,0,1,1,4.02,1
19,60,2,1,1,0,3.9,0
20,1,2,0,0,1,2.79,0
20,2,2,0,1,1,3.6,1
20,3,2,1,0,0,2.29,1
20,4,2,1,0,1,3.71,0
20,5,2,0,1,1,6.21,1
20,6,2,0,1,1,4.72,1
20,7,2,1,1,1,3.89,1
20,8,2,1,1,0,4.05,0
20,9,2,1,0,1,2.07,0
20,10,2,1,0,0,6.1,1
20,11,2,0,0,0,4.29,1
20,12,2,1,1,1,2.31,1
20,13,2,1,0,0,4.2,1
20,14,2,0,0,1,2.69,0
20,15,2,1,1,1,2.87,1
20,16,2,0,1,0,2.99,0
20,17,2,1,1,0,3.6,0
20,18,2,1,0,1,5.79,0
20,19,2,1,0,1,1.99,0
20,20,2,0,1,1,4.89,1
20,21,2,1,1,1,3.88,1
20,22,2,1,1,0,2.39,0
20,23,2,1,0,1,3.52,0
20,24,2,0,0,0,3.95,1
20,25,2,1,0,1,3.61,0
20,26,2,1,1,1,2.45,1
20,27,2,0,1,0,4.31,0
20,28,2,0,0,1,2.77,0
20,29,2,1,1,0,3.61,0
20,30,2,0,1,0,4.06,0
20,31,2,0,1,1,3.85,1
20,32,2,0,1,1,2.87,1
20,33,2,1,0,1,3.55,0
20,34,2,0,1,1,2.8,1
20,35,2,1,0,1,3.2,0
20,36,2,0,0,1,2.44,0
20,37,2,1,1,0,2.17,0
20,38,2,0,0,1,4.47,0
20,39,2,0,0,1,2.42,0
20,40,2,0,0,1,4.51,0
20,41,2,0,0,0,3.77,1
20,42,2,0,0,0,4.32,1
20,43,2,1,1,1,4.93,1
20,44,2,1,1,0,3.81,0
20,45,2,1,0,1,3.2,0
20,46,2,0,0,1,5.33,0
20,47,2,0,0,1,3.03,0
20,48,2,1,1,0,3.7,0
20,49,2,0,1,1,4.74,1
20,50,2,0,1,1,3.1,1
20,51,2,0,1,0,3.7,0
20,52,2,1,1,0,3.78,0
20,54,2,0,1,1,2.47,1
20,55,2,0,0,1,4.57,0
20,56,2,0,0,0,3.95,1
20,57,2,1,0,0,3.56,1
20,58,2,1,1,1,2.53,1
20,59,2,0,1,1,2.63,1
20,60,2,1,0,1,3.68,0
21,1,2,1,0,0,7.11,1
21,2,2,0,0,1,3.69,0
21,3,2,0,0,1,6.68,0
21,4,2,1,1,1,4.25,1
21,5,2,0,1,0,4.04,0
21,6,2,0,1,1,4.92,1
21,7,2,0,0,1,6.74,0
21,8,2,0,1,0,6.57,0
21,9,2,0,1,0,8.3,0
21,11,2,0,1,1,3.87,1
21,12,2,0,1,1,3.82,1
21,13,2,1,1,1,5.08,1
21,14,2,0,0,1,5.03,0
21,15,2,0,0,1,3.41,0
21,16,2,0,1,0,3.26,0
21,17,2,1,0,1,3.57,0
21,18,2,1,1,1,3.57,1
21,19,2,1,0,0,3.45,1
21,20,2,0,0,0,5.84,1
21,21,2,1,1,1,3.96,1
21,22,2,1,1,1,4.79,1
21,23,2,0,1,1,8.52,1
21,24,2,0,0,0,7.52,1
21,25,2,0,0,1,4.36,0
21,26,2,0,0,1,4.72,0
21,27,2,1,0,1,3.22,0
21,28,2,0,0,1,5.2,0
21,29,2,1,1,1,5.42,1
21,30,2,1,1,0,2.57,0
21,31,2,1,0,1,3.95,0
21,32,2,1,0,1,4.23,0
21,33,2,1,0,1,2.94,0
21,34,2,0,0,1,6.71,0
21,35,2,0,1,0,6.3,0
21,36,2,1,1,1,5.73,1
21,37,2,1,1,1,7.05,1
21,38,2,0,0,0,4.34,1
21,39,2,0,0,0,3.28,1
21,40,2,0,1,0,3.25,0
21,41,2,1,1,0,6.65,0
21,42,2,1,1,1,5.7,1
21,43,2,0,1,1,2.56,1
21,44,2,1,0,1,4.6,0
21,45,2,1,1,1,2.83,1
21,46,2,1,0,0,4.21,1
21,47,2,1,0,0,3.59,1
21,48,2,1,0,0,5.77,1
21,49,2,1,1,0,2.8,0
21,50,2,1,1,1,3.92,1
21,51,2,1,0,1,4.38,0
21,52,2,1,0,1,5.73,0
21,53,2,0,1,1,4.04,1
21,54,2,0,0,0,6.35,1
21,55,2,0,1,0,4.45,0
21,56,2,0,1,1,4.89,1
21,57,2,1,0,1,8.49,0
21,58,2,0,0,1,5.69,0
21,59,2,1,1,1,5.7,1
21,60,2,1,0,1,3.1,0
22,1,2,0,1,1,3.19,1
22,2,2,0,0,0,3.12,1
22,3,2,0,1,1,2.96,1
22,4,2,1,0,0,2.27,1
22,5,2,1,0,1,3.56,0
22,6,2,1,1,1,4.95,1
22,7,2,1,1,1,2.59,1
22,8,2,1,0,0,3.66,1
22,9,2,0,0,1,3.61,0
22,10,2,0,1,0,2.89,0
22,11,2,1,1,1,2.75,1
22,12,2,0,1,0,3.64,0
22,13,2,0,1,0,3.2,0
22,14,2,1,1,1,2.37,1
22,15,2,1,1,1,3.08,1
22,16,2,0,0,0,3.81,1
22,17,2,0,0,1,2.54,0
22,18,2,1,0,1,2.63,0
22,19,2,1,1,1,3.03,1
22,20,2,1,0,0,3.47,1
22,21,2,1,0,1,4.37,0
22,22,2,1,0,1,3.44,0
22,23,2,0,1,1,3.85,1
22,24,2,1,0,1,3.55,0
22,25,2,0,0,1,2.15,0
22,26,2,0,0,0,2.85,1
22,27,2,0,0,1,4.07,0
22,28,2,0,0,0,3.93,1
22,29,2,0,1,1,2.02,1
22,30,2,0,0,1,4.08,0
22,31,2,0,0,1,2.68,0
22,32,2,0,1,1,2.16,1
22,33,2,1,0,1,3.39,0
22,34,2,0,0,0,3.94,1
22,35,2,1,1,1,4.73,1
22,36,2,0,1,1,3.05,1
22,37,2,1,1,1,2.75,1
22,38,2,0,0,1,2.72,0
22,40,2,0,0,0,3.55,1
22,41,2,0,0,1,2.85,0
22,42,2,0,1,1,2.81,1
22,43,2,0,1,0,2.64,0
22,44,2,1,1,0,3.05,0
22,45,2,1,1,1,2.15,1
22,46,2,1,0,1,2.16,0
22,47,2,1,1,0,3.25,0
22,48,2,0,1,1,3.04,1
22,49,2,1,1,1,5.03,1
22,50,2,1,0,1,2.97,0
22,51,2,1,0,1,2.18,0
22,52,2,0,1,1,1.98,1
22,53,2,1,1,0,1.91,0
22,54,2,0,1,1,2.72,1
22,55,2,1,1,1,4.77,1
22,56,2,1,0,0,4,1
22,57,2,1,0,1,2.1,0
22,58,2,0,0,0,3.8,1
22,59,2,1,1,1,2.67,1
22,60,2,0,1,0,3.09,0
23,1,2,0,0,1,3.53,0
23,2,2,0,0,1,2.52,0
23,3,2,1,1,1,4.59,1
23,4,2,1,1,0,2.77,0
23,5,2,1,1,1,2.25,1
23,6,2,0,0,1,3.01,0
23,7,2,0,1,0,3.44,0
23,8,2,0,1,0,3.59,0
23,9,2,0,0,0,2.83,1
23,10,2,1,1,0,2.71,0
23,11,2,0,0,1,3.57,0
23,12,2,1,0,1,3.26,0
23,13,2,0,1,1,3,1
23,14,2,0,1,0,3.91,0
23,15,2,0,0,1,5.37,0
23,16,2,1,1,1,3.19,1
23,17,2,0,1,0,1.73,0
23,18,2,0,1,1,3.66,1
23,19,2,1,1,1,2.52,1
23,20,2,1,0,0,2.67,1
23,22,2,0,1,0,2.38,0
23,23,2,0,1,1,4.35,1
23,24,2,0,1,1,2.25,1
23,25,2,0,0,1,2.67,0
23,26,2,0,1,1,2.16,1
23,27,2,1,0,1,2.98,0
23,28,2,0,1,0,2.62,0
23,29,2,1,0,1,2.7,0
23,30,2,1,1,1,2.63,1
23,31,2,1,1,0,2.57,0
23,32,2,1,1,1,2.19,1
23,33,2,1,0,1,3.36,0
23,34,2,1,0,1,1.85,0
23,35,2,1,0,1,2.61,0
23,36,2,1,1,1,2.35,1
23,37,2,0,0,0,2.2,1
23,38,2,1,0,1,1.99,0
23,39,2,0,1,0,2,0
23,40,2,0,0,1,1.99,0
23,41,2,0,0,0,1.61,1
23,42,2,1,0,0,2.41,1
23,43,2,1,1,1,3.5,1
23,44,2,1,0,1,3.31,0
23,45,2,1,1,1,1.98,1
23,46,2,1,0,1,2.21,0
23,47,2,1,1,1,3.42,1
23,48,2,1,1,0,1.62,0
23,49,2,1,0,1,1.79,0
23,50,2,1,0,0,1.72,1
23,51,2,0,0,0,1.84,1
23,52,2,0,1,0,2.46,0
23,53,2,1,1,0,3.32,0
23,54,2,0,1,1,1.87,1
23,55,2,0,0,1,2.19,0
23,56,2,1,0,0,2.47,1
23,57,2,0,1,0,2.46,0
23,58,2,0,0,1,3.56,0
23,59,2,0,0,0,1.91,1
23,60,2,0,0,1,2.8,0
24,1,2,0,0,0,2.7,1
24,2,2,0,1,0,4.22,0
24,3,2,1,1,0,3.73,0
24,4,2,1,1,1,5.79,1
24,5,2,0,1,1,2.14,1
24,6,2,0,0,0,3.67,1
24,7,2,0,1,0,3.22,0
24,10,2,1,0,1,2.68,0
24,12,2,1,0,1,2.6,0
24,13,2,1,1,1,3.78,1
24,14,2,1,1,1,2.09,1
24,15,2,1,1,0,2.5,0
24,16,2,1,0,0,2.07,1
24,17,2,1,0,1,3.64,0
24,19,2,1,0,1,2.84,0
24,20,2,1,0,1,4.58,0
24,21,2,0,1,1,2.98,1
24,22,2,1,1,1,5.09,1
24,23,2,0,0,0,3.25,1
24,24,2,0,1,0,2.2,0
24,25,2,0,0,0,6.79,1
24,26,2,0,1,1,2.24,1
24,27,2,1,1,0,4.88,0
24,28,2,0,0,0,5.32,1
24,29,2,1,0,1,1.77,0
24,30,2,1,0,1,1.63,0
24,31,2,1,1,1,1.94,1
24,32,2,0,1,0,2.69,0
24,33,2,1,0,0,2.55,1
24,34,2,1,1,1,1.89,1
24,35,2,1,0,1,2.97,0
24,36,2,0,0,1,2.53,0
24,37,2,1,1,0,1.56,0
24,38,2,0,0,0,2.17,1
24,39,2,0,0,0,3.47,1
24,40,2,0,1,0,3.66,0
24,41,2,1,1,1,6.33,1
24,42,2,0,1,0,2.99,0
24,43,2,1,0,0,3.07,1
24,44,2,0,0,1,2.46,0
24,45,2,0,1,0,2.39,0
24,46,2,1,1,0,2.58,0
24,47,2,1,0,0,1.58,1
24,48,2,1,0,0,4.33,1
24,49,2,0,0,0,2.54,1
24,50,2,0,0,0,3.09,1
24,51,2,0,0,0,3.24,1
24,52,2,1,0,1,3.45,0
24,53,2,0,1,0,2.6,0
24,54,2,0,1,1,4.5,1
24,55,2,0,1,1,3.05,1
24,57,2,1,0,1,2.9,0
25,1,2,1,1,1,3.24,1
25,2,2,1,1,1,3.32,1
25,3,2,0,0,0,3.16,1
25,4,2,0,1,1,4.21,1
25,5,2,0,0,0,4.72,1
25,6,2,1,1,1,4.82,1
25,7,2,1,1,1,4.79,1
25,8,2,1,1,1,4.45,1
25,9,2,0,1,0,5.32,0
25,10,2,0,1,1,4.28,1
25,11,2,1,0,1,4.55,0
25,12,2,1,1,1,5.49,1
25,13,2,0,0,1,3.23,0
25,14,2,1,0,1,4.57,0
25,15,2,1,1,1,6.75,1
25,16,2,0,1,1,4.46,1
25,17,2,1,1,1,5.56,1
25,18,2,0,1,0,4.41,0
25,19,2,0,1,1,3.55,1
25,20,2,0,1,1,4.6,1
25,21,2,0,1,1,6.81,1
25,22,2,0,0,0,3.87,1
25,23,2,0,0,1,4.22,0
25,24,2,1,0,1,3.86,0
25,25,2,0,0,0,3.82,1
25,26,2,0,0,1,5.66,0
25,27,2,0,0,0,3.47,1
25,28,2,1,0,0,5.21,1
25,29,2,1,0,1,5.1,0
25,30,2,1,1,0,6,0
25,31,2,0,0,1,6.15,0
25,32,2,0,0,1,5.44,0
25,33,2,1,0,1,5.81,0
25,34,2,0,1,1,3.6,1
25,35,2,1,0,1,3.29,0
25,36,2,0,1,1,4.34,1
25,37,2,0,0,1,5.47,0
25,38,2,1,0,0,5.4,1
25,39,2,0,1,1,3.82,1
25,40,2,1,0,1,4.43,0
25,41,2,1,0,1,4.43,0
25,42,2,0,1,0,2.9,0
25,44,2,0,0,0,5.54,1
25,45,2,0,1,1,4.2,1
25,46,2,0,0,0,5.58,1
25,47,2,1,0,0,4.11,1
25,48,2,1,1,0,3.99,0
25,49,2,1,1,1,3.84,1
25,50,2,1,1,1,3.47,1
25,51,2,0,1,1,2.57,1
25,52,2,1,1,0,3.92,0
25,53,2,1,0,1,3.39,0
25,54,2,1,1,1,6.54,1
25,55,2,0,0,1,5.2,0
25,56,2,1,1,0,4.56,0
25,57,2,0,1,1,4.45,1
25,58,2,1,0,0,4.86,1
25,59,2,0,0,0,3.92,1
25,60,2,1,0,0,5.73,1
26,1,2,1,1,1,3.3,1
26,2,2,0,0,0,4.63,1
26,3,2,0,0,1,4.15,0
26,4,2,1,1,0,4.37,0
26,5,2,0,1,1,4.35,1
26,6,2,0,0,1,4.97,0
26,7,2,0,1,0,2.98,0
26,8,2,1,1,0,3,0
26,9,2,0,0,0,3.17,1
26,10,2,1,1,1,3.46,1
26,11,2,1,0,1,4.05,0
26,12,2,1,0,0,3.37,1
26,13,2,1,1,0,3.42,0
26,14,2,1,0,1,2.55,0
26,15,2,0,1,1,4.23,1
26,16,2,0,1,1,4.35,1
26,17,2,1,0,0,5.02,1
26,18,2,1,0,1,3.21,0
26,19,2,0,1,0,4.3,0
26,20,2,0,0,0,2.67,1
26,21,2,0,0,0,2.37,1
26,22,2,0,0,1,2.57,0
26,23,2,1,0,1,3.92,0
26,24,2,0,0,1,3,0
26,25,2,0,0,1,4.86,0
26,26,2,1,0,1,2.32,0
26,27,2,0,0,0,6.67,1
26,28,2,0,1,0,3.02,0
26,29,2,0,1,0,3.65,0
26,30,2,0,0,0,4.94,1
26,32,2,0,1,0,4.75,0
26,33,2,1,1,1,2.59,1
26,34,2,0,0,1,2.71,0
26,35,2,0,1,1,2.75,1
26,36,2,0,1,0,2.33,0
26,37,2,1,0,0,3.67,1
26,38,2,1,1,1,2.02,1
26,39,2,0,1,0,3.29,0
26,40,2,1,1,1,3.79,1
26,41,2,0,1,1,3.48,1
26,42,2,0,0,1,5.03,0
26,43,2,0,1,1,3.78,1
26,44,2,1,1,0,2.45,0
26,45,2,1,1,0,3.74,0
26,46,2,1,0,0,2.4,1
26,48,2,1,1,1,3.02,1
26,49,2,1,1,1,2.43,1
26,50,2,1,0,0,3.43,1
26,51,2,1,1,0,3.62,0
26,52,2,1,1,1,3.84,1
26,53,2,1,0,1,3.05,0
26,54,2,1,1,1,2.55,1
26,55,2,0,1,1,3.08,1
26,56,2,0,0,1,3.12,0
26,57,2,0,0,0,2.52,1
26,58,2,1,0,0,2.2,1
26,59,2,1,0,1,2.22,0
26,60,2,1,0,1,3.42,0
27,1,2,1,1,1,7,1
27,2,2,0,1,1,2.75,1
27,3,2,0,0,1,3.97,0
27,4,2,0,0,1,4.12,0
27,5,2,1,1,1,7.13,1
27,6,2,1,0,0,3.26,1
27,7,2,0,0,0,6.57,1
27,9,2,1,1,1,2.95,1
27,10,2,1,0,0,4.41,1
27,11,2,0,1,1,3.03,1
27,12,2,0,1,1,6.87,1
27,13,2,0,0,1,4.98,0
27,14,2,1,1,1,5.17,1
27,15,2,1,1,1,4.86,1
27,16,2,1,1,1,5.25,1
27,17,2,0,0,1,3.12,0
27,18,2,0,0,1,3.88,0
27,19,2,0,1,0,7.36,0
27,20,2,0,1,1,4.5,1
27,21,2,0,1,0,4.92,0
27,22,2,0,1,1,4.44,1
27,23,2,0,0,1,4.69,0
27,24,2,0,1,1,5.61,1
27,25,2,0,1,1,6.98,1
27,26,2,0,0,0,4.47,1
27,27,2,1,0,1,4.58,0
27,28,2,0,1,1,6.12,1
27,29,2,1,1,1,3.47,1
27,30,2,1,0,1,5.28,0
27,31,2,1,0,1,3.42,0
27,32,2,1,1,1,4.61,1
27,33,2,1,0,1,3.09,0
27,34,2,1,1,1,4.72,1
27,35,2,0,0,0,7.15,1
27,36,2,0,1,0,3.46,0
27,37,2,1,1,1,3.72,1
27,38,2,1,0,0,5.62,1
27,39,2,1,0,1,4.22,0
27,40,2,0,1,0,7.79,0
27,41,2,1,1,1,3.87,1
27,42,2,0,0,1,3.57,0
27,43,2,0,1,1,3.67,1
27,44,2,0,0,1,5.47,0
