id,trial,session,stim_type,factual_truth,resp,rt,correct,condition
13,18,1,0,0,1,5.74,0,3
13,19,1,0,1,1,2.8,1,1
13,20,1,1,1,1,2.54,1,2
13,21,1,0,1,1,4.21,1,1
13,22,1,0,1,0,4.07,0,1
13,23,1,0,0,1,3.47,0,3
13,24,1,0,0,1,3.69,0,3
13,25,1,0,0,0,4.7,1,3
13,26,1,1,0,1,2.83,0,4
13,27,1,1,0,1,4.45,0,4
13,28,1,1,1,1,2.42,1,2
13,29,1,0,0,0,2.94,1,3
13,30,1,0,0,1,2.93,0,3
13,31,1,0,0,1,6.99,0,3
13,32,1,1,1,1,3.82,1,2
13,33,1,1,1,1,3.08,1,2
13,34,1,1,1,1,4.09,1,2
13,35,1,1,0,1,2.75,0,4
13,36,1,1,0,1,3.11,0,4
13,37,1,1,0,0,3.43,1,4
13,38,1,1,1,1,2.64,1,2
13,39,1,1,0,0,2.84,1,4
13,40,1,0,1,1,4.97,1,1
13,41,1,1,0,1,3.65,0,4
13,42,1,1,1,0,3.94,0,2
13,43,1,1,0,1,3.3,0,4
13,44,1,0,1,0,3.45,0,1
13,45,1,1,1,1,3.01,1,2
13,46,1,1,0,1,2.23,0,4
13,47,1,0,0,0,6.7,1,3
13,48,1,1,0,1,2.55,0,4
13,49,1,0,1,1,5.08,1,1
13,50,1,1,0,1,2.23,0,4
13,51,1,0,1,0,3.25,0,1
13,52,1,0,0,1,3.69,0,3
13,53,1,0,1,0,4.58,0,1
13,54,1,0,1,1,5.4,1,1
13,55,1,1,1,1,2.4,1,2
13,56,1,0,1,1,3.83,1,1
13,57,1,0,1,1,2.74,1,1
13,58,1,1,1,1,3.43,1,2
13,60,1,0,0,1,4.62,0,3
14,1,1,1,1,1,2.73,1,2
14,2,1,1,1,0,4.15,0,2
14,3,1,1,0,1,3.14,0,4
14,4,1,0,0,1,4.08,0,3
14,5,1,1,1,1,2.49,1,2
14,6,1,0,1,0,4.13,0,1
14,7,1,0,0,1,4.34,0,3
14,8,1,0,0,1,2.69,0,3
14,9,1,0,0,0,4.11,1,3
14,10,1,1,1,1,2.75,1,2
14,11,1,0,1,1,3.87,1,1
14,12,1,0,0,1,3.8,0,3
14,13,1,1,0,1,2.67,0,4
14,14,1,1,1,1,2.98,1,2
14,15,1,1,0,1,3.74,0,4
14,16,1,1,0,1,3.05,0,4
14,17,1,1,0,1,3.08,0,4
14,18,1,1,1,1,3.65,1,2
14,19,1,1,0,1,3.58,0,4
14,20,1,1,0,0,4.17,1,4
14,21,1,0,1,1,4.32,1,1
14,22,1,1,1,1,4.2,1,2
14,23,1,0,0,1,4.15,0,3
14,24,1,0,1,1,3.92,1,1
14,25,1,0,1,1,5.05,1,1
14,26,1,0,1,0,4.57,0,1
14,27,1,0,1,0,4.46,0,1
14,28,1,0,0,1,4.41,0,3
14,29,1,1,0,1,3.24,0,4
14,30,1,1,1,1,3.8,1,2
14,31,1,0,1,1,3.35,1,1
14,32,1,1,0,0,3.49,1,4
14,33,1,0,0,1,2.14,0,3
14,34,1,0,1,1,3.11,1,1
14,35,1,0,1,1,6,1,1
14,36,1,0,1,0,4.28,0,1
14,37,1,0,0,1,3.52,0,3
14,38,1,0,1,0,5.78,0,1
14,39,1,0,1,1,5.46,1,1
14,40,1,1,1,1,5.55,1,2
14,41,1,1,1,1,2.56,1,2
14,42,1,1,0,1,2.66,0,4
14,43,1,1,0,1,6.02,0,4
14,44,1,0,0,1,3.22,0,3
14,45,1,0,0,1,4.55,0,3
14,46,1,0,0,0,4.65,1,3
14,47,1,1,1,1,4.35,1,2
14,49,1,0,0,1,4.96,0,3
14,50,1,1,0,1,2.97,0,4
14,51,1,0,0,0,2.3,1,3
14,52,1,1,1,1,3.89,1,2
14,53,1,1,1,1,5.43,1,2
14,54,1,1,0,1,2.9,0,4
14,55,1,1,1,1,3.98,1,2
14,56,1,1,0,1,2.53,0,4
14,57,1,0,1,1,3.52,1,1
14,58,1,0,0,0,5.01,1,3
14,59,1,0,1,1,2.77,1,1
14,60,1,1,1,0,5.88,0,2
15,1,1,0,0,0,3.54,1,3
15,2,1,0,0,1,3.34,0,3
15,3,1,0,1,1,4.43,1,1
15,4,1,1,1,1,5.53,1,2
15,5,1,0,1,1,3.48,1,1
15,6,1,0,1,0,2.75,0,1
15,7,1,0,1,1,5.27,1,1
15,8,1,1,1,0,6.9,0,2
15,9,1,0,0,1,6.13,0,3
15,10,1,1,0,0,6.42,1,4
15,11,1,1,0,1,2.77,0,4
15,12,1,1,0,0,3.75,1,4
15,14,1,0,1,1,6.1,1,1
15,15,1,0,1,0,4.04,0,1
15,16,1,1,1,1,2.85,1,2
15,17,1,0,0,0,3.62,1,3
15,18,1,1,1,1,4.5,1,2
15,19,1,0,0,0,5.38,1,3
15,20,1,0,1,0,5.85,0,1
15,21,1,0,1,0,6.83,0,1
15,22,1,1,1,0,5.4,0,2
15,23,1,1,1,1,4.13,1,2
15,24,1,1,0,0,4.55,1,4
15,25,1,1,0,0,4.76,1,4
15,26,1,0,1,0,3.77,0,1
15,27,1,1,0,1,2.75,0,4
15,28,1,0,0,1,4.33,0,3
15,29,1,1,1,0,3.68,0,2
15,30,1,1,1,0,5.4,0,2
15,31,1,0,1,1,3.96,1,1
15,32,1,0,0,0,5.23,1,3
15,33,1,0,0,0,3.94,1,3
15,34,1,1,0,0,6.9,1,4
15,35,1,0,1,0,4.1,0,1
15,36,1,1,1,0,4.26,0,2
15,37,1,1,0,1,4.73,0,4
15,38,1,1,1,1,4.68,1,2
15,39,1,0,0,0,7.05,1,3
15,40,1,1,0,0,4.53,1,4
15,41,1,1,1,0,4.58,0,2
15,42,1,0,0,0,4.6,1,3
15,43,1,0,0,0,3.37,1,3
15,44,1,0,0,0,4.56,1,3
15,45,1,1,0,1,4.65,0,4
15,46,1,0,1,0,3.05,0,1
15,47,1,0,1,0,2.97,0,1
15,48,1,0,0,1,5.02,0,3
15,49,1,1,0,1,6.18,0,4
15,50,1,0,1,1,4.99,1,1
15,51,1,1,0,1,4.22,0,4
15,52,1,1,0,0,3.59,1,4
15,53,1,0,1,1,3.84,1,1
15,54,1,1,0,1,4.09,0,4
15,55,1,1,0,1,3.76,0,4
15,57,1,1,1,0,3.98,0,2
15,58,1,1,1,0,2.86,0,2
15,59,1,1,1,0,3.2,0,2
15,60,1,0,0,1,4.29,0,3
16,1,1,0,0,1,2.5,0,3
16,2,1,0,1,1,4.75,1,1
16,3,1,1,0,1,3.27,0,4
16,4,1,1,0,0,2.47,1,4
16,5,1,0,0,0,4.17,1,3
16,7,1,1,0,0,2.29,1,4
16,8,1,0,1,1,2.11,1,1
16,9,1,1,0,0,5.96,1,4
16,10,1,1,0,0,4.4,1,4
16,11,1,1,0,1,2.65,0,4
16,12,1,0,0,1,4.89,0,3
16,13,1,1,1,1,2.58,1,2
16,14,1,0,1,0,4.43,0,1
16,15,1,1,1,1,2.29,1,2
16,16,1,0,1,0,3.81,0,1
16,17,1,1,1,0,3.85,0,2
16,18,1,1,1,1,3.22,1,2
16,19,1,1,1,1,1.91,1,2
16,20,1,0,0,0,3.1,1,3
16,21,1,0,0,0,2.5,1,3
16,22,1,0,1,0,3.6,0,1
16,23,1,1,0,0,2.4,1,4
16,24,1,0,1,1,4.1,1,1
16,25,1,0,1,0,4.48,0,1
16,26,1,1,1,1,5.45,1,2
16,27,1,0,1,1,4.86,1,1
16,28,1,0,1,1,3.08,1,1
16,29,1,0,0,0,2.83,1,3
16,30,1,0,1,0,3.12,0,1
16,31,1,0,0,0,5.52,1,3
16,33,1,0,0,1,5.56,0,3
16,34,1,0,0,1,1.98,0,3
16,35,1,0,0,1,3.07,0,3
16,36,1,1,0,0,2.91,1,4
16,37,1,0,0,0,4.25,1,3
16,38,1,1,1,1,5.93,1,2
16,39,1,0,1,0,3.64,0,1
16,40,1,1,0,0,3.55,1,4
16,41,1,1,0,1,2.07,0,4
16,42,1,1,0,0,2.35,1,4
16,43,1,1,1,1,5.95,1,2
16,44,1,0,0,0,3.67,1,3
16,45,1,0,0,0,2.94,1,3
16,46,1,1,1,0,2.93,0,2
16,47,1,1,0,0,1.82,1,4
16,48,1,1,1,0,3.4,0,2
16,49,1,1,1,1,2.23,1,2
16,50,1,0,1,1,2.76,1,1
16,52,1,1,0,1,2.21,0,4
16,53,1,0,1,0,3.85,0,1
16,54,1,1,1,1,2.99,1,2
16,55,1,0,0,1,2.15,0,3
16,56,1,0,1,0,3.84,0,1
16,57,1,1,0,1,1.87,0,4
16,58,1,1,1,1,3.64,1,2
16,59,1,1,1,1,1.93,1,2
16,60,1,1,1,1,1.88,1,2
17,1,1,1,0,1,4.12,0,4
17,2,1,1,0,1,2.92,0,4
17,3,1,0,1,0,3.65,0,1
17,4,1,1,0,0,3.52,1,4
17,5,1,1,0,0,3.03,1,4
17,6,1,0,0,0,3.5,1,3
17,7,1,0,0,0,3.62,1,3
17,8,1,0,1,0,3.02,0,1
17,9,1,1,0,1,4.33,0,4
17,10,1,0,1,1,6.75,1,1
17,11,1,0,0,0,2.85,1,3
17,12,1,1,1,1,3.92,1,2
17,13,1,1,1,0,3.84,0,2
17,14,1,1,0,0,3.58,1,4
17,15,1,0,1,1,6.17,1,1
17,16,1,1,1,1,3.9,1,2
17,18,1,0,1,0,3.49,0,1
17,19,1,0,0,1,4.49,0,3
17,20,1,1,0,1,3.17,0,4
17,21,1,0,0,0,4.52,1,3
17,22,1,1,0,1,2.97,0,4
17,23,1,1,1,1,4.95,1,2
17,25,1,1,1,1,2.82,1,2
17,26,1,0,1,0,3.09,0,1
17,27,1,1,1,1,3.29,1,2
17,28,1,1,1,1,3.37,1,2
17,29,1,1,0,1,3.47,0,4
17,30,1,0,0,1,4.27,0,3
17,31,1,0,1,0,3.23,0,1
17,32,1,1,1,1,3.86,1,2
17,33,1,0,0,0,3.52,1,3
17,34,1,1,1,0,3.53,0,2
17,35,1,1,0,0,5.41,1,4
17,36,1,1,1,1,3.33,1,2
17,37,1,1,0,1,4.39,0,4
17,38,1,0,0,0,6.4,1,3
17,39,1,0,0,1,4.07,0,3
17,40,1,1,0,1,2.79,0,4
17,41,1,0,1,1,4.62,1,1
17,42,1,0,1,1,3.94,1,1
17,43,1,0,1,0,3.3,0,1
17,44,1,0,0,1,4.2,0,3
17,45,1,1,1,0,4.84,0,2
17,46,1,0,0,0,3.15,1,3
17,47,1,0,1,0,3.68,0,1
17,48,1,0,0,0,4.74,1,3
17,49,1,1,0,1,3.22,0,4
17,50,1,1,1,1,2.86,1,2
17,51,1,1,0,1,2.3,0,4
17,52,1,0,1,0,4.4,0,1
17,53,1,1,1,1,2.78,1,2
17,54,1,1,1,1,4.32,1,2
17,55,1,0,1,1,3.19,1,1
17,56,1,1,0,1,2.67,0,4
17,57,1,0,1,0,3.27,0,1
17,58,1,0,0,1,2.87,0,3
17,59,1,1,1,1,2.97,1,2
17,60,1,0,0,1,4.57,0,3
18,1,1,1,0,0,3.5,1,4
18,2,1,0,1,0,3.75,0,1
18,3,1,1,1,1,4.29,1,2
18,4,1,1,0,0,2.69,1,4
18,5,1,1,0,1,2.65,0,4
18,6,1,0,1,0,3.52,0,1
18,7,1,1,1,0,3.73,0,2
18,8,1,1,0,1,3.24,0,4
18,10,1,0,1,0,2.4,0,1
18,11,1,1,1,1,2,1,2
18,12,1,1,1,1,2.01,1,2
18,13,1,1,0,1,3.1,0,4
18,14,1,0,0,0,4.12,1,3
18,15,1,0,1,1,3.45,1,1
18,16,1,0,0,0,3.8,1,3
18,17,1,1,0,1,1.8,0,4
18,18,1,1,1,0,3.95,0,2
18,19,1,1,0,1,3.68,0,4
18,20,1,0,1,1,4.55,1,1
18,21,1,1,0,1,4.32,0,4
18,22,1,0,1,1,3.37,1,1
18,23,1,0,0,0,4.2,1,3
18,24,1,0,0,0,4.39,1,3
18,25,1,0,1,0,3.68,0,1
18,26,1,0,0,1,3.67,0,3
18,27,1,0,1,0,3.42,0,1
18,28,1,0,1,0,4.15,0,1
18,29,1,0,0,1,4.75,0,3
18,30,1,0,1,1,3.61,1,1
18,31,1,1,0,1,2.36,0,4
18,32,1,0,0,1,4,0,3
18,33,1,1,0,1,3.9,0,4
18,34,1,1,1,1,3.97,1,2
18,35,1,1,1,1,1.85,1,2
18,36,1,1,1,1,2.22,1,2
18,37,1,1,0,0,3.53,1,4
18,38,1,0,0,1,2.65,0,3
18,39,1,0,0,0,4.22,1,3
18,40,1,0,1,1,3.82,1,1
18,41,1,1,0,1,2.16,0,4
18,42,1,0,1,0,4.88,0,1
18,43,1,1,1,1,2.17,1,2
18,44,1,1,1,1,2.4,1,2
18,45,1,0,1,1,4.02,1,1
18,46,1,1,1,1,3.33,1,2
18,47,1,0,1,0,4.26,0,1
18,48,1,0,0,1,4.92,0,3
18,49,1,0,0,0,3.82,1,3
18,50,1,1,1,1,3.27,1,2
18,51,1,1,1,1,4.89,1,2
18,52,1,0,1,0,3.46,0,1
18,53,1,1,1,1,2.32,1,2
18,54,1,0,0,0,5.28,1,3
18,55,1,1,1,1,3.26,1,2
18,56,1,1,0,1,2.44,0,4
18,57,1,0,0,1,4.63,0,3
18,58,1,0,0,0,3.82,1,3
18,59,1,1,0,1,3,0,4
18,60,1,0,0,0,3.81,1,3
19,1,1,0,0,0,3.23,1,3
19,2,1,1,0,1,2.37,0,4
19,3,1,1,0,1,2.21,0,4
19,4,1,1,1,1,2.06,1,2
19,5,1,0,0,0,3.13,1,3
19,6,1,1,0,1,2.36,0,4
19,7,1,1,0,1,2.18,0,4
19,8,1,0,1,0,2.25,0,1
19,9,1,1,0,1,2,0,4
19,10,1,0,1,0,2.47,0,1
19,11,1,1,1,1,1.99,1,2
19,12,1,0,0,0,4.07,1,3
19,13,1,1,0,1,1.97,0,4
19,14,1,1,0,1,1.89,0,4
19,15,1,1,1,1,1.43,1,2
19,16,1,0,1,0,2.4,0,1
19,17,1,1,0,1,1.8,0,4
19,18,1,1,0,1,1.87,0,4
19,19,1,0,1,1,1.92,1,1
19,20,1,0,0,0,1.92,1,3
19,21,1,1,1,1,2.08,1,2
19,22,1,1,0,1,1.58,0,4
19,23,1,0,0,0,1.48,1,3
19,24,1,0,0,1,2.57,0,3
19,25,1,0,0,0,2.06,1,3
19,26,1,1,0,1,1.87,0,4
19,27,1,1,1,1,1.55,1,2
19,28,1,0,1,0,1.77,0,1
19,29,1,0,0,0,1.4,1,3
19,30,1,0,0,0,2.21,1,3
19,31,1,0,1,0,1.72,0,1
19,32,1,0,0,0,2.3,1,3
19,33,1,1,0,1,2.14,0,4
19,34,1,1,1,1,1.49,1,2
19,35,1,1,1,1,1.23,1,2
19,36,1,1,1,1,1.83,1,2
19,37,1,1,1,1,1.38,1,2
19,39,1,1,0,0,1.49,1,4
19,40,1,0,1,0,2.07,0,1
19,41,1,1,1,1,1.55,1,2
19,42,1,1,1,1,1.27,1,2
19,43,1,1,1,1,1.37,1,2
19,44,1,0,1,1,2.04,1,1
19,45,1,0,1,1,1.62,1,1
19,46,1,1,1,1,1.49,1,2
19,47,1,0,0,1,2.25,0,3
19,48,1,0,1,1,2.92,1,1
19,49,1,1,0,1,1.32,0,4
19,50,1,0,0,1,2.09,0,3
19,51,1,0,1,1,2.32,1,1
19,52,1,0,0,1,2.02,0,3
19,53,1,0,1,0,2.17,0,1
19,54,1,1,1,0,3.6,0,2
19,55,1,0,0,0,3.4,1,3
19,56,1,0,1,0,2.18,0,1
19,57,1,0,0,0,3.32,1,3
19,58,1,1,1,1,2.29,1,2
19,59,1,0,1,1,2.3,1,1
19,60,1,0,1,0,2.21,0,1
20,1,1,1,1,1,3.05,1,2
20,2,1,0,1,0,5.78,0,1
20,3,1,0,1,1,4.31,1,1
20,4,1,0,0,1,3.5,0,3
20,5,1,1,0,0,4.98,1,4
20,6,1,0,0,1,5.1,0,3
20,7,1,1,1,1,6.43,1,2
20,8,1,0,1,0,5.13,0,1
20,9,1,1,1,1,3.17,1,2
20,10,1,0,1,0,4.35,0,1
20,11,1,0,1,1,2.79,1,1
20,12,1,0,0,1,5.3,0,3
20,13,1,0,0,0,5.85,1,3
20,14,1,1,0,0,2.53,1,4
20,15,1,1,0,1,3.03,0,4
20,16,1,1,1,1,5.48,1,2
20,17,1,1,0,1,2.38,0,4
20,18,1,0,0,1,4.69,0,3
20,19,1,1,0,1,1.93,0,4
20,20,1,1,0,1,2.65,0,4
20,21,1,1,1,1,2.06,1,2
20,22,1,0,0,0,2.28,1,3
20,23,1,0,1,1,2.8,1,1
20,24,1,1,1,1,2.17,1,2
20,25,1,1,0,1,2.37,0,4
20,26,1,1,1,1,2.54,1,2
20,27,1,1,1,1,2.14,1,2
20,28,1,1,0,1,2.04,0,4
20,29,1,0,1,1,4.09,1,1
20,30,1,0,1,0,3.28,0,1
20,31,1,1,0,1,2.27,0,4
20,32,1,0,0,1,3.14,0,3
20,33,1,0,1,0,5.85,0,1
20,34,1,1,1,1,1.53,1,2
20,35,1,1,1,1,1.55,1,2
20,36,1,1,1,1,2.73,1,2
20,37,1,1,0,1,2.07,0,4
20,38,1,1,0,1,3.85,0,4
20,39,1,0,0,1,2.5,0,3
20,40,1,1,0,1,1.67,0,4
20,42,1,0,1,0,3.12,0,1
20,43,1,0,1,1,5.02,1,1
20,44,1,0,1,0,5.08,0,1
20,45,1,0,0,1,4.31,0,3
20,46,1,1,0,1,2.46,0,4
20,47,1,0,1,1,2.39,1,1
20,48,1,0,0,0,3.18,1,3
20,49,1,1,1,1,4.53,1,2
20,50,1,0,0,0,3.36,1,3
20,51,1,0,0,0,5,1,3
20,52,1,0,0,0,4.71,1,3
20,53,1,0,1,0,3.25,0,1
20,54,1,0,0,1,2.78,0,3
20,55,1,1,0,1,4.07,0,4
20,56,1,1,1,1,2.93,1,2
20,57,1,0,0,0,3.63,1,3
20,58,1,0,1,0,3.5,0,1
20,59,1,1,1,1,3.46,1,2
20,60,1,1,0,1,6.79,0,4
21,1,1,0,1,1,2.87,1,1
21,2,1,1,0,1,2.01,0,4
21,3,1,0,1,1,2.85,1,1
21,4,1,1,0,1,1.7,0,4
21,5,1,1,0,1,2.01,0,4
21,6,1,0,0,1,4.68,0,3
21,7,1,0,1,1,2.24,1,1
21,9,1,0,0,0,2.97,1,3
21,10,1,1,1,1,1.88,1,2
21,11,1,1,0,1,1.84,0,4
21,12,1,0,0,1,1.96,0,3
21,13,1,0,1,1,2.06,1,1
21,14,1,0,1,0,3.1,0,1
21,15,1,0,1,1,3.07,1,1
21,16,1,1,0,1,1.68,0,4
21,17,1,0,1,0,3.2,0,1
21,18,1,0,0,1,2.9,0,3
21,19,1,0,1,1,3.17,1,1
21,20,1,0,0,0,3.16,1,3
21,21,1,0,0,0,4.38,1,3
21,22,1,0,0,1,2.97,0,3
21,23,1,0,1,0,4.56,0,1
21,24,1,1,1,1,1.9,1,2
21,25,1,1,0,1,1.6,0,4
21,26,1,1,0,1,1.37,0,4
21,27,1,1,1,1,1.89,1,2
21,29,1,0,0,1,3.37,0,3
21,30,1,1,1,0,4.18,0,2
21,31,1,1,1,1,3.52,1,2
21,32,1,1,0,1,2.22,0,4
21,33,1,0,1,1,3.02,1,1
21,34,1,0,1,1,2.57,1,1
21,35,1,0,0,1,1.75,0,3
21,36,1,1,1,1,2.34,1,2
21,37,1,0,0,0,3.75,1,3
21,38,1,0,1,0,2.76,0,1
21,39,1,0,0,0,3.9,1,3
21,40,1,1,1,0,3.6,0,2
21,41,1,0,1,1,3.15,1,1
21,42,1,1,1,1,2.27,1,2
21,43,1,1,0,1,1.89,0,4
21,44,1,1,0,1,2.15,0,4
21,45,1,0,0,0,3.01,1,3
21,46,1,0,1,1,2.9,1,1
21,47,1,1,1,1,1.79,1,2
21,48,1,1,0,1,3.45,0,4
21,49,1,1,1,1,2.22,1,2
21,50,1,1,0,1,1.91,0,4
21,51,1,1,1,1,1.95,1,2
21,52,1,1,0,1,1.97,0,4
21,53,1,1,1,1,2.89,1,2
21,54,1,1,0,1,3.01,0,4
21,55,1,1,1,1,3.24,1,2
21,56,1,0,0,1,4.63,0,3
21,57,1,0,0,0,4.07,1,3
21,58,1,1,1,1,2.77,1,2
21,59,1,0,0,0,3.03,1,3
21,60,1,0,1,1,4.38,1,1
22,1,1,0,0,1,2.46,0,3
22,2,1,1,1,0,3.47,0,2
22,3,1,1,0,1,2.81,0,4
22,4,1,1,0,1,2.58,0,4
22,6,1,0,0,1,2.49,0,3
22,7,1,0,0,1,2.56,0,3
22,8,1,1,0,1,2.47,0,4
22,9,1,1,0,1,1.7,0,4
22,10,1,1,0,0,5.22,1,4
22,11,1,0,1,1,3.4,1,1
22,12,1,1,1,0,3.35,0,2
22,13,1,0,0,1,2.27,0,3
22,14,1,1,0,1,3.02,0,4
22,15,1,0,1,1,2.91,1,1
22,16,1,1,1,1,3.32,1,2
22,17,1,1,1,1,1.8,1,2
22,18,1,0,0,0,4.2,1,3
22,19,1,1,1,1,2.27,1,2
22,20,1,1,1,1,2.58,1,2
22,21,1,0,0,0,3.08,1,3
22,22,1,0,0,1,2.59,0,3
22,23,1,1,1,1,2.02,1,2
22,24,1,0,0,1,4.59,0,3
22,25,1,1,0,0,3.08,1,4
22,26,1,0,1,1,2.85,1,1
22,27,1,0,1,0,1.5,0,1
22,28,1,0,0,0,3.36,1,3
22,29,1,1,0,1,1.92,0,4
22,30,1,0,1,1,2.41,1,1
22,31,1,0,1,1,4.27,1,1
22,32,1,1,0,1,2.55,0,4
22,33,1,0,0,0,3.3,1,3
22,34,1,0,1,0,3.1,0,1
22,35,1,1,0,1,1.65,0,4
22,36,1,0,0,1,3.57,0,3
22,37,1,0,0,0,4.11,1,3
22,38,1,1,1,1,1.59,1,2
22,39,1,0,0,1,3.92,0,3
22,40,1,1,0,1,1.75,0,4
22,41,1,1,1,1,1.47,1,2
22,42,1,0,1,0,2.62,0,1
22,43,1,1,1,1,1.64,1,2
22,44,1,0,0,1,3.84,0,3
22,45,1,0,1,0,3.65,0,1
22,46,1,0,1,1,2.05,1,1
22,47,1,0,1,1,3.4,1,1
22,48,1,1,0,1,1.82,0,4
22,49,1,1,1,1,1.55,1,2
22,51,1,0,1,1,2.42,1,1
22,52,1,0,1,0,2.83,0,1
22,53,1,1,1,1,1.9,1,2
22,54,1,0,0,1,2.74,0,3
22,55,1,0,1,1,3.72,1,1
22,56,1,1,1,0,2.01,0,2
22,57,1,0,1,1,1.83,1,1
22,58,1,1,1,1,2.01,1,2
22,59,1,1,0,1,1.6,0,4
22,60,1,1,1,1,1.62,1,2
23,1,1,1,0,0,3.55,1,4
23,2,1,1,0,1,4.08,0,4
23,3,1,0,1,0,6.22,0,1
23,4,1,0,0,0,7.01,1,3
23,5,1,1,1,1,4.64,1,2
23,6,1,0,0,0,7.16,1,3
23,7,1,1,0,1,6.89,0,4
23,8,1,1,0,1,3.69,0,4
23,9,1,0,1,1,5.23,1,1
23,10,1,0,1,1,7.28,1,1
23,11,1,0,0,1,4.32,0,3
23,12,1,0,0,1,6.19,0,3
23,15,1,1,1,1,7.08,1,2
23,16,1,1,0,1,8.68,0,4
23,17,1,0,0,1,3.79,0,3
23,18,1,1,1,1,3.18,1,2
23,19,1,0,0,0,7.21,1,3
23,20,1,0,1,1,3.61,1,1
23,21,1,0,1,1,4.99,1,1
23,22,1,0,1,1,7.87,1,1
23,23,1,1,0,1,3.19,0,4
23,24,1,1,0,1,2.92,0,4
23,25,1,1,1,1,4.69,1,2
23,26,1,1,1,1,3.95,1,2
23,27,1,1,0,1,3.37,0,4
23,28,1,1,0,1,3.57,0,4
23,30,1,0,1,1,3.58,1,1
23,31,1,1,0,1,2.3,0,4
23,32,1,1,1,1,2.69,1,2
23,33,1,0,1,0,4.13,0,1
23,34,1,0,0,0,5.03,1,3
23,35,1,1,1,0,4.8,0,2
23,36,1,0,0,0,4.86,1,3
23,37,1,1,1,1,3.4,1,2
23,38,1,0,0,0,3.77,1,3
23,39,1,1,1,1,5.07,1,2
23,40,1,1,0,1,5.94,0,4
23,41,1,0,1,1,4.97,1,1
23,42,1,1,0,1,4.69,0,4
23,43,1,1,0,1,3.71,0,4
23,44,1,0,1,0,5.2,0,1
23,45,1,0,1,0,5.76,0,1
23,46,1,1,1,0,5.97,0,2
23,47,1,1,1,1,3.54,1,2
23,48,1,0,1,1,6.21,1,1
23,49,1,1,0,1,7.7,0,4
23,50,1,0,0,1,2.94,0,3
23,51,1,1,0,1,7.78,0,4
23,53,1,0,1,1,6.39,1,1
23,54,1,0,0,1,7.46,0,3
23,55,1,0,0,0,4.24,1,3
23,56,1,1,1,1,4.78,1,2
23,57,1,0,1,1,3.81,1,1
23,58,1,0,0,1,3.85,0,3
23,59,1,0,0,1,3.65,0,3
23,60,1,1,1,0,3.33,0,2
24,1,1,1,1,0,4.43,0,2
24,2,1,0,1,0,2.93,0,1
24,3,1,0,1,0,5.44,0,1
24,4,1,1,1,0,4.23,0,2
24,5,1,0,0,0,5.82,1,3
24,6,1,1,0,1,4.28,0,4
24,7,1,1,0,0,3.12,1,4
24,8,1,0,1,1,3.39,1,1
24,9,1,1,1,0,5.49,0,2
24,10,1,1,0,1,3.7,0,4
24,11,1,1,0,1,2.57,0,4
24,12,1,1,1,0,6.82,0,2
24,13,1,1,0,0,4.55,1,4
24,14,1,1,0,0,5.46,1,4
24,15,1,0,0,0,5.06,1,3
24,16,1,1,1,0,4.01,0,2
24,17,1,0,1,1,5.41,1,1
24,18,1,0,1,1,4.11,1,1
24,19,1,1,0,0,3.87,1,4
24,20,1,0,0,1,5.12,0,3
24,21,1,0,0,0,4.29,1,3
24,22,1,1,1,0,5.14,0,2
24,23,1,0,1,0,3.56,0,1
24,24,1,1,0,0,5.37,1,4
24,25,1,1,0,0,3.77,1,4
24,26,1,1,0,1,4.01,0,4
24,27,1,1,0,0,6.5,1,4
24,28,1,1,1,0,3.78,0,2
24,29,1,0,1,0,4.09,0,1
24,30,1,0,0,1,3.98,0,3
24,31,1,1,1,0,4.51,0,2
24,32,1,0,1,0,5.23,0,1
24,33,1,0,0,0,4.32,1,3
24,34,1,0,0,1,3.71,0,3
24,35,1,1,0,0,6.75,1,4
24,36,1,0,0,0,2.83,1,3
24,37,1,0,0,0,3.81,1,3
24,38,1,1,0,1,3.2,0,4
24,39,1,0,0,1,4.67,0,3
24,40,1,0,0,0,5.08,1,3
24,41,1,1,1,0,3.97,0,2
24,42,1,0,0,0,4.09,1,3
24,43,1,1,1,0,3.64,0,2
24,44,1,1,1,0,3.48,0,2
24,45,1,0,1,0,3.43,0,1
24,46,1,0,0,1,3.94,0,3
24,47,1,0,0,0,3.83,1,3
24,48,1,0,1,0,3.45,0,1
24,49,1,0,1,0,3.52,0,1
24,51,1,1,1,1,3.07,1,2
24,52,1,1,0,0,3.47,1,4
24,53,1,0,0,0,4.38,1,3
24,54,1,0,1,1,6.69,1,1
24,55,1,0,1,1,4.33,1,1
24,56,1,1,1,0,4,0,2
24,57,1,1,1,0,4,0,2
24,58,1,0,1,1,4.66,1,1
24,59,1,1,1,0,5.65,0,2
24,60,1,1,0,1,4.35,0,4
25,1,1,0,0,1,4.92,0,3
25,2,1,1,1,1,2.92,1,2
25,3,1,0,1,1,3.44,1,1
25,4,1,0,0,1,3.02,0,3
25,5,1,1,0,1,2.92,0,4
25,6,1,1,0,1,3,0,4
25,7,1,1,0,1,4.79,0,4
25,8,1,1,1,1,2.44,1,2
25,9,1,1,1,1,1.97,1,2
25,10,1,1,0,1,1.19,0,4
25,11,1,0,0,1,2.25,0,3
25,12,1,1,1,1,3.55,1,2
25,14,1,0,0,0,2.17,1,3
25,15,1,1,0,1,1.48,0,4
25,16,1,1,0,1,1.54,0,4
25,17,1,0,1,1,2.67,1,1
25,18,1,1,1,1,1.31,1,2
